p,t,p_times_t,repetition,time_s,visible_threadpools
2,3,6,5,4.254778958,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,4,8,1,3.979681166,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,4,8,2,4.0794500419999995,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,4,8,3,4.037958459,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,4,8,4,4.0329915419999995,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,4,8,5,4.032485167000001,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,5,10,1,4.002650416,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,5,10,2,4.284792458,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,5,10,3,3.9624233329999994,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,5,10,4,4.061034875,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
2,5,10,5,4.035243541,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,1,3,1,4.602566292,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,1,3,2,4.941582084,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,1,3,3,4.89057125,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,1,3,4,4.682601208,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,1,3,5,4.846302625000001,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,2,6,1,3.7169433749999996,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,2,6,2,3.706764167,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,2,6,3,3.5479833750000003,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,2,6,4,3.6269901250000003,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,2,6,5,3.7449183749999997,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,3,9,1,3.464260208,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,3,9,2,3.449171791,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,3,9,3,3.4931527499999997,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,3,9,4,3.44789625,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
3,3,9,5,3.414639584,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,1,4,1,3.955919333,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,1,4,2,3.649879583,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,1,4,3,3.8243947499999997,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,1,4,4,3.987001791,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,1,4,5,3.9446777090000005,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,2,8,1,3.1801749580000003,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,2,8,2,3.19409675,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,2,8,3,3.144614792,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,2,8,4,3.156065916,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
4,2,8,5,3.158114125,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,1,5,1,3.514477708,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,1,5,2,3.6833855830000006,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,1,5,3,3.513517042,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,1,5,4,3.528076041,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,1,5,5,3.520427208,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,2,10,1,2.891888917,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,2,10,2,3.122213584,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,2,10,3,2.971221334,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,2,10,4,2.955387584,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
5,2,10,5,2.9029688339999997,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
