p,t,p_times_t,repetition,time_s,visible_threadpools
6,1,6,1,2.990260667,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
6,1,6,2,3.0298749999999997,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
6,1,6,3,2.99572575,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
6,1,6,4,2.9996403330000003,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
6,1,6,5,3.009266458,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
7,1,7,1,2.8442670000000003,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
7,1,7,2,2.848646791,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
7,1,7,3,2.799517166,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
7,1,7,4,2.824951208,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
7,1,7,5,2.886318833,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
8,1,8,1,2.685643084,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
8,1,8,2,2.691510708,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
8,1,8,3,2.61991625,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
8,1,8,4,2.6916995829999997,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
8,1,8,5,2.676536458,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
9,1,9,1,2.676904,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
9,1,9,2,2.6244008329999997,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
9,1,9,3,2.715855417,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
9,1,9,4,2.638433042,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
9,1,9,5,2.6436838330000003,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
10,1,10,1,2.8583500830000004,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
10,1,10,2,2.843923083,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
10,1,10,3,2.516291833,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
10,1,10,4,2.8657899159999998,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
10,1,10,5,2.4823343749999998,"[{""user_api"": ""blas"", ""internal_api"": ""openblas"", ""num_threads"": 10, ""prefix"": ""libopenblas"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libopenblas.0.dylib"", ""version"": ""0.3.34"", ""threading_layer"": ""openmp"", ""architecture"": ""VORTEX""}, {""user_api"": ""openmp"", ""internal_api"": ""openmp"", ""num_threads"": 10, ""prefix"": ""libomp"", ""filepath"": ""/Users/joseignaciosalas/personal/Tarea-1-IIC3533/.conda-openblas/lib/libomp.dylib"", ""version"": null}]"
