implementation,coverage_pct,mean_width,max_diff_repeat_p1,max_diff_p1_vs_p4
BaggingRegressor,91.69435215946844,0.011282037186673732,0.0,0.0
sklearn + joblib,93.35548172757476,0.011373418910875883,0.0,0.0
NumPy + joblib,93.35548172757476,0.011373418910875338,0.0,0.0
